cuda_atomiccas_array_pass
n iter,1000
arr step,32
""
n_blocks,1
int,avg,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.752380952380953e-05,0.0001900952380952381,0.00038095238095238096,0.0005737142857142857,0.0007691428571428571
ull,max,4.571428571428571e-06,4.571428571428571e-06,4.571428571428571e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.752380952380953e-05,0.00019504761904761905,0.0003897142857142857,0.0005988571428571428,0.0007801904761904762
ull,min,4.571428571428571e-06,4.571428571428571e-06,4.571428571428571e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.752380952380953e-05,0.00019466666666666666,0.0003786666666666667,0.0005523809523809524,0.0007493333333333333
ull,med,4.571428571428571e-06,4.571428571428571e-06,4.571428571428571e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.752380952380953e-05,0.00019466666666666666,0.0003843809523809524,0.0005744761904761905,0.0007721904761904762
ull,avg,4.571428571428571e-06,4.571428571428571e-06,4.571428571428571e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.752380952380953e-05,0.00019466666666666666,0.0003843809523809524,0.0005748571428571429,0.0007691428571428571
""
n_blocks,64
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,786,1024
int,max,3.0476190476190477e-06,3.8095238095238094e-06,7.619047619047619e-06,1.0666666666666667e-05,2.2095238095238096e-05,4.1142857142857146e-05,8.114285714285714e-05,0.0001584761904761905,0.000283047619047619,0.0005245714285714286,0.0008643809523809524,0.0010491428571428572
int,min,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,6.095238095238095e-06,1.219047619047619e-05,2.438095238095238e-05,4.876190476190476e-05,9.714285714285714e-05,0.00018704761904761905,0.0003965714285714286,0.0005222857142857143,0.000736
int,med,3.0476190476190477e-06,3.0476190476190477e-06,4.571428571428571e-06,6.857142857142857e-06,1.4857142857142857e-05,2.9714285714285713e-05,5.8285714285714284e-05,0.0001219047619047619,0.00023885714285714287,0.0004937142857142857,0.0007337142857142857,0.0010003809523809525
